accession_number	call_number	title	author	book_place	book_publisher	year	book_edition	description	book_isbn	book_supplementary	subject
1809	GV 971 [s.n.] 2008  	Golf rules illustrated 	[s.n.]	USA	The R&A Publication	2008	2008	"192 pages ; illustrations, colored ; 26 cm"	9.7806E+12		Golf--rules.
1828	GV 971 E491 1998  	How to build a classic golf swing	"Els, Ernie and Newell, Steve"	New York	Collins Willow An Imprint of HaperCollinsPublishers	1998	na	"144 pages ; illustrations, colored ; 26 cm"	2189003		Golf.
1840	GV979  G1461 1979  	The Inner Game of Golf	"Gallwey, W. Timothy"	New York	"New York , Random House, Inc."	1979	na	213 pages ; 26 cm	679457607		Golf--Psychological aspects.
1983	H 31 V447 1987  	Foundations of behavioral sciences: a book of readings	" Ventura,Elizabeth R."	"Quezon City, Philippines"	Social Science I Committee	1987	na	504 pages ; 22 cm	na		Social sciences.
7754	H 61.4 H8911 1993	International futures : choices in the creation of a new world order	"Hughes, Barry B."	"Colorado, USA"	"Westview Press, Inc."	1993	na	206 pages ; illustrations ; 23 cm	813316510		Forecasting.  Polocy Sciences.
4320	H 62  T217  2016	Disciplines and ideas in the Social Sciences	Carlos Peño Tatel Jr. 	Philippines	Rex Book Store	2016	1st	na	9.78971E+12		Social Science
6727	H 62 B132 2002	Principles of research and business communication : theories and practice	"Badilla, Rustico M. "	Manila	Redman Printing	2002	NA	216 pages ; 25 cm	7099710149		Fundamentals--Principles and models of communication in a business context.
6802	H 62 B337 1985	Introduction to qualitative methods	"Bautista, Ma. Lourdes S. and Go, Stella P."	"Manila, Philippines"	De La Salle University	1985	na	194 pages ; 23 cm	9711180340		Social Science--Research
5612	H 62 C1721 2016 c.1	Practical research 1 on qualitative research	"Camilar-Serrano, Angelita Ong"	"Manila, Philippines"	Unlimited Books  Library Services &  Publishing Inc.	2016	na	237 pages ; illustrations ; 23 cm	9.78972E+12		Social Science--Research
7741	H 62 M188 1974	Social science research for development	"Magno, A.R"	Philippines	Division of Social Sciences	1979	na	155 pages ; 22 cm	na		Political perspective. Political aspects of social science.
4960	H 83 H6781 2011 c.1	Foundations of human society introductory anthropology and general sociology	"Ho, Dr. Victoria F. "	Malabon City	Jimczyville Publications	2011	NA	232 pages ; 26 cm	9.78971E+12		Study of human society and culture
4961	H 83 H6781 2011 c.2	Foundations of human society introductory anthropology and general sociology	"Ho, Dr. Victoria F. "	Malabon City	Jimczyville Publications	2011	NA	232 pages ; 26 cm	9.78971E+12		Study of human society and culture
6663	H 97 O991 1991	Recasting science	"Ozawa, Connie P. "	Oxford	"Westview Press, Inc."	1991	NA	143 pages ; 22 cm	081337961X		"Policy Sciences, Scientist in Government"
5613	H62 S481 2016 c.2	Practical research 1 on qualitative research	"Camilar-Serrano, Angelita Ong"		Unlimited Books Llibrary Services & Oublishing INC.	2016	na	na	9.78972E+12		
7699	HA 1821 J861 2002	Journal of Philippine statistics : a quarterly issue	National Statistics Office	"Manila, Philippines"	National Statistics Office	2002	na	129 pages ; illustrations ; 27 cm	223603		Statistics -- Periodicals. Philippines -- Statistics -- Periodicals
8026	HA 19 M188 2009	Introducing statistics : a graphic guide	"Magnello, Eileen"	USA	Icon Book Ltd	2009	na	174 pages ; illustrations ; 16 cm	9.78185E+12		"Statistics, History--Statistics"
2022	HA 29  P5301  1985  	Introductory Statistics	"Pagoso, Cristobal M. and Montaña, Rizalina A. "	Philippines	Rex Book Store	1985	na	391 pages ; illustrations ; 22 cm 	9712304418		Statistics.
2050	HA 29 A5431 1999  	Statistics for business and economics	"Anderson, David R., Sweeney, Dennis J. and Williams, Thomas A."	Cincinncati	South Western college Publishing	1999	7th	"1,040 pages ; illustrations, color ; 26 cm"	324001819		Commercial statistics. Statistics. Economics--Statistical methods.
2037	HA 29 K339  1996  	Introductory Statistics for Management and Economics	"Kenkel, James L."	USA	University of Pittsburgh	1996	4th	na	na		Statistics.
2036	HA 29 K75 2009  	Reading statistics and research	"Huck, Schuylerl W."	KNOXVILLE	University of Tennessee	2009	15th	544 pages ; 23 cm	9.78021E+12		Experimental design. Research. Statistics.
6365	HA 29 M499 1993	Applied Statistics for Public Administration	"Meier, Kenneth J. & Brudney, Jeffrey"	California	Wadsworth Inc. 	1993	3rd	na	534195903		Public Administration--Statistical Methods.
5557	HA 29 M7341 2002	Basic statistics	"Monzon-Ybanez, Lydia"	Quezon City	"Phoenix Publishing House , Inc."	2002	NA	374 pages ; illustrations ; 22 cm	9710616021		Statistics.
6698	HA 29 N42011 1983	Basic Statistical Methods	"Downie, N.M.  & Heath, R. W. "	New York	"Harper & Row, Publishers, New York"	1983	na	371 pages ; 21 cm	9710805037		Statistics
2009	HA 29 N53211 1990 c.1	Statistics for business and economics	"Newbold, Paul "	USA	Prentice Hall	1995	4th	867 pages ; illustrations ; 26 cm	131855549		Commercial statistics. Statistics. Economics--Statistical methods.
2029	HA 29 N53211 1995 c.2 v.4	Statistics for business and economics 	"Newbold, Paul "	USA	Prentice Hall	1995	4th	867 pages ; illustrations ; 26 cm	131855549		Commercial statistics. Statistics. Economics--Statistical methods.
1996	HA 29 R939 1996 c.1 v.8	Fundamentals of behavioral statistics	"Runyon, Richard P., Haber, Audrey, Pitternger, David J. and Coleman, Kay A."	USA	"McGraw-Hill, Inc."	1996	8th	721 pages ; illustrations ; 24 cm	70549850		Statistics.
2048	HA 29 R939 1996 c.2 v.8	Fundamentals of behavioral statistics	"Runyon, Richard P., Haber, Audrey, Pitternger, David J. and Coleman, Kay A."	USA	"McGraw-Hill, Inc."	1996	8th	"
721 pages ; illustrations ; 24 cm"	70549850		Statistics.
2051	HA 29 R939 1996 c.3 v.8	Fundamentals of behavioral statistics	"Runyon, Richard P., Haber, Audrey, Pitternger, David J. and Coleman, Kay A."	USA	"McGraw-Hill, Inc."	1996	8th	721 pages ; illustrations ; 24 cm	70549850		Statistics.
2014	HA 29 T8191 2011  	Elementary statistics	"Triola, Mario F. "	USA	"Addison Wesley Longman, Inc."	2011	3rd	"865 pages ; illustrations, colored; 29 cm"	321641485		Statistics.
6443	HA 31.2 C3341 1987	Data collection in developing countries	"Casley, D.J and Lury, D.A."	United States	"Oxford University Press, New Yok"	1987	2nd	225 pages ; illustrations ; 24 cm	0-198772823		Social Sciences--Stattistical methods
7684	HA 4611 P612 2015	Annual Report 2015	PIDS	"Quezon City, Philippines"	PIDS	2015	2015	74 pages ; illustrations ; 28 cm			Philippines -- Statistics -- Periodical
7365	HA 71 Y671 1994	The portable mba in economics	"Young, Philip KY and McAuley, John J. "	Canada	"John Wiley and Sons, Inc."	1994	na	286 pages : illustrations ; 26 cm.	471595268		Economics. Business forecasting. Decision making.
2208	HB  171  O5887 2002                   	Economics : Module-based Learning	"Ongsotto,Rebecca Ramilo/Ongsotto,Reena R. & Ramilo, Reynaldo Castillo"	Philippines	"Rex Book Store, Inc."	2002	na	na	9712334376		Economics.
2206	HB  171  V813 2011                   	Principles of Economics(with Taxation and agrarian Reform)SIMLIFIED	"Viray,Marcelino & Bautista, Avila-Bato"	Philippines	"National Books Store, Inc."	2011	na	na	9710871021		Economics.
5868	HB 126 A444 2017 c.1	Economics with agrarian reform and taxation	"Mutya, Ruby F. Alminar"	Mandaluyong City	"Anvil Publisishing, Inc."	2017	N/A	 238 pages ; illustrations ; 26 cm	9.78621E+12		
5869	HB 126 A444 2017 c.2	Economics with agrarian reform and taxation	"Mutya, Ruby F. Alminar"	Mandaluyong City	"Anvil Publisishing, Inc."	2017	N/A	 238 pages ; illustrations ; 26 cm	9.78621E+12		
5870	HB 126 A444 2017 c.3	Economics with agrarian reform and taxation	"Mutya, Ruby F. Alminar"	Mandaluyong City	"Anvil Publisishing, Inc."	2017	N/A	 238 pages ; illustrations ; 26 cm	9.78621E+12		
5871	HB 126 A444 2017 c.4	Economics with agrarian reform and taxation	"Mutya, Ruby F. Alminar"	Mandaluyong City	"Anvil Publisishing, Inc."	2017	N/A	 238 pages ; illustrations ; 26 cm	9.78621E+12		
2071	HB 139 G969 2003 v.4	Basic econometrics	"Gujarati, Damodar N."	USA	"The McGraw-Hill Companies, Inc."	2003	4th	1002 pages ; illustrations ; 23 cm	72335424		Econometrics.
1795	HB 139 S7991 1981 v.2 	Introductory econometrics 	"Stewart, Mark B. and Wallis, Kenneth F."	England	Basil Blackwell Publisher	1981	2nd	337 pages ; illustrations ; 22 cm	"063112568X, 0631125698"		Econometrics.
2067	HB 139 S9291 2001 v.4	Using econometrics : a practical guide	"Studenmund, A. H."	USA	Addison Wesley Longman Inc.	2001	4th	639 pages ; illustrations ; 24 cm	032106481X		Econometrics--Regression analysis.
2101	HB 141 K828 2009 v.3	Analysis of economic data 	"Koop, Gary"	New York	Wiley	2009	3rd	250 pages ; illustration ; 25 cm	9.78047E+12		Econometrics.
7338	HB 171 A873 2001	Studying economics	"Atkinson, Brian and Johns, Susan"	New York City	Palgrave	2001	NA	184 pages ; 22 cm	9.78033E+12		Economics.
7352	HB 171 C6231 2004	The basics : economics	"Cleaver, Tony"	USA	Routledge	2004	NA	231 pages ; 20 cm	415314127		Economics
5144	HB 171 G112 2013 v.2	Economics concepts and principles (with agrarian reform and taxation)	"Gabay, Bon Kristoffer G.  "	Manila	"Rex Book Store, Inc."	2012	2nd	236 pages ; illustrations ; 25 cm	9.78971E+12		Economics--Concepts Principles--Agrarian Reform--Taxation
5141	HB 171 M298 2010 c.1	Principles of economics (with taxation and agrarian reform) SIMPLIFIED	"Marcelino, Ramon Benedicto N. "	Mandaluyong City	National Bookstore	2010	N/A	238 pages ; illustrations ; 26cm	9710871021		Economics--Taxation--Agrarian Reform--Simplified.
5142	HB 171 M298 2010 c.2	Principles of economics (with taxation and agrarian reform) SIMPLIFIED	"Marcelino, Ramon Benedicto N. "	Mandaluyong City	National Bookstore	2010	N/A	238 pages ; illustrations ; 26cm	9710871021		Economics--Taxation--Agrarian Reform--Simplified.
5143	HB 171 M298 2010 c.3	Principles of economics (with taxation and agrarian reform) SIMPLIFIED	"Marcelino, Ramon Benedicto N. "	Mandaluyong City	National Bookstore	2010	N/A	238 pages ; illustrations ; 26cm	9710871021		Economics--Taxation--Agrarian Reform--Simplified.
7327	HB 171 M298 2010 c.4	Principles of economics (with taxation and agrarian reform) SIMPLIFIED	"Marcelino, Ramon Benedicto N. "	Mandaluyong City	National Bookstore	2010	N/A	238 pages ; illustrations ; 26cm	9710871021		Economics--Taxation--Agrarian Reform--Simplified.
7347	HB 171 M4788 2012	Applied economics	"McEachern, Willian A."	Philippines	Abiva Publishing Inc.	2017	na	346 pages ; illustrations ; 28 cm	9.78621E+12		Economics.
2102	HB 171.5  A4161 1997 v.3	The midnight economist : little essays on big truths 	" Allen, William R."	USA	Thomas Horton and Daughters	1997	3rd	308 pages ; 24 cm	091387857X		Economics.
2058	HB 171.5  C583  2003 c.2 	Economic :  Principles & Practices 	"Clayton, Gary E."	USA	"The McGraw-Hill Companies, Inc."	2003	na	na	78285623		Economics.
2059	HB 171.5  C583  2003 c.3 	Economic :  Principles & Practices 	"Clayton, Gary E."	USA	"The McGraw-Hill Companies, Inc."	2003	na	na	78285623		Economics.
2057	HB 171.5  C583 2003  c.1	Economic :  Principles & Practices	"Clayton, Gary E."	USA	"The McGraw-Hill Companies, Inc."	2003	na	na	78285623		Economics.
2060	HB 171.5  C583 2003 c.4 	Economic :  Principles & Practices 	"Clayton, Gary E."	USA	"The McGraw-Hill Companies, Inc."	2003	na	na	78285623		Economics.
2061	HB 171.5  C588 2003 c.5 	Economic :  Principles & Practices 	"Clayton, Gary E."	USA	GLENCOE/McGraw-Hill	1995	na	Texas	28230485		Economics.
2096	HB 171.5  C683  1998  c.2 	Macroeconomics (Third Edition) 	" Colander, David C."	USA	"Mcgraw-Hill, Inc."	1998	3rd	na	256172668		Macroeconomics.
2121	HB 171.5  R6289 1965  	Understanding Macroeconomics	Roberth L. Heilbroner	[s.l.]	"Prentice -Hall,Inc."	1965	2nd	234 pages ; illustrations ; 23 cm	NA		Macroeconomics.
2132	HB 171.5 A917 1995  	Macroeconomics : an integrated approach	Auerbach and Kotlikoff	 USA	South Western college Publishing	1995	na	618 pages ; illustrations ; 27 cm	538824743		Macroeconomics.
2074	HB 171.5 B482 1997 c.1	Experiments with economic principles	"Bergstorm, Theodore C. and Miller, John H."	USA	"The McGraw-Hill Companies, Inc."	1997	N/A	404 pages ; illustrations ; 26 cm	70059527		"Economics--Problems, exercises, etc."
2075	HB 171.5 B482 1997 c.2 	Experiments with economics principles 	"Bergstorm, Theodore C. and Miller, John H."	USA	"The McGraw-Hill Companies, Inc."	1997	na	404 pages ; illustrations ; 26 cm	70059527		"Economics--Problems, exercises, etc."
1275	HB 171.5 B482 2000 c.1	"Principles of economics : comprehensive agrarian reform program (CARP), taxation and Philippines 2000"	"Bermudez, Neil Catly"	Philippines	JNPM	2000	Revised Edition	79 pages ; 23 cm 	9718998004		Economics
7362	HB 171.5 B482 2000 c.2	"Principles of economics : comprehensive agrarian reform program (CARP), taxation and Philippines 2000"	"Bermudez, Neil Catly"	Philippines	JNPM	2000	Revised Edition	79 pages ; 23 cm 	9718998004		Economics
7325	HB 171.5 B482 2000 c.3	"Principles of economics : comprehensive agrarian reform program (CARP), taxation and Philippines 2000"	"Bermudez, Neil Cathy "	Mandaluyong CIty	JNPM	2000	Revised Edition	79 pages ; 23 cm 	9718998004		Economics--Taxation.
5145	HB 171.5 B6271 2006 v.4	Introduction to macroeconomics 	"Blanchard, Olivier "	Philippines	Pearson Education South Asia PTE.LTD.	2006	4th	587 pages ; illustrations ; 24 cm	9.78981E+12		Economics--Macroeconomics.
7343	HB 171.5 C3341 1986	Principles of economics	"Castillo, Andres V."	Quezon City	University Book Supply	1986	na	NA	na		Economics
2065	HB 171.5 C683 1998 c.1 v.3	Macroeconomics	"Colander, David C."	"Boston, USA"	"The McGraw-Hill Companies, Inc."	1998	3rd	504 pages ; illustrations ; 28 cm	256172668		Macroeconomics.
2118	HB 171.5 C683 1998 c.3 v.3	Macroeconomics 	"Colander, David C."	USA	"McGraw-Hill, Inc."	1998	3rd	"504 pages ; illustration, colored ; 28 cm"	256172668		Macroeconomics.
5755	HB 171.5 C9551 2017 c.1	Business economics	"Cruz, Milagros A. "	Mandaluyong City	"Anvil Publishing, Inc."	2017	na	221 pages : illustrations ; 26 cm	9.78971E+12		Economics
5756	HB 171.5 C9551 2017 c.2	Business economics	"Cruz, Milagros A. "	Mandaluyong City	Anvil Publishing Inc.	2017	na	221 pages : illustrations ; 26 cm	9.78971E+12		Economics
2112	HB 171.5 D617 1998 v.3	Macroeconomics  	"Diulio, Eugene"	USA	"McGraw-Hill, Inc."	1998	3rd	333 pages ; illustrations ; 28 cm	70170533		Macroeconomics.
2012	HB 171.5 F175 1995 c.1 v.3	Economics 	"Fajardo, Feliciano R. "	"Manila, Philippines"	Rex Book Store	1995	3rd	367 pages ; illustration ; 23 cm	9.78971E+12		Economics. Macroeconomics.
7339	HB 171.5 F175 1995 c.2 v.3	Economics	"Fajardo, Feliciano R."	Manila	"Rex Book Store, Inc."	1995	3rd	365 page ; illustrations ; 22 cm	9.78971E+12		Economics. Marcoeconomics
2097	HB 171.5 F797 2007 v.3	Principles of macroeconomics 	"Frank, Robert H. and Bernanke, Ben S."	USA	"Mcgraw-Hill, Inc."	2007	3rd	561 pages ; illustrations ; 28 cm	73193976		Macroeconomics.
2111	HB 171.5 F922 1990 v.3	Macroeconomics : theories and policies 	"Froyen, Richard T."	United Kingdom	Macmillan Publishing Company	1990	3rd	652 pages ; illustration ; 25 cm	002339482X		Macroeconomics.
1631	HB 171.5 G112 2007	Economics : its concepts and principles (with agrarian reform and taxation)	"Gabay, Bon Kristoffer G. "	Philippines	Rex Book Store Publisher	2007	NA	321 pages ; Illustration ; 9cm	9.78971E+12		Economic. Microeconomics. Macroeconomics. Land Reform -- Philippines. Taxation -- Philippines
7326	HB 171.5 G112 2012 c.1	Economics Concepts and Principle	"Gabay, Bon Kristoffer G. & Uy, Edgar Allan M. & Uy, Anna Corinna"	Quezon City	Rex Book Store	2012	na	NA	9.78971E+12		Economic. Microeconomics. Macroeconomics. Land Reform -- Philippines. Taxation -- Philippines
7361	HB 171.5 G112 2012 c.2	Economics : concepts and principles	"Gabay, Bon Kristoffer G., Uy, Edgar Allan M. and Uy, Anna Corinna"	Manila City	Rex Book Store	2012	NA	236 pages ; illustrations ; 26 cm	9.78971E+12		"
Economics--Microeconomics--Macroeconomics--Land reform--Taxation--Philippines."
2062	HB 171.5 H1571 2003 v.2	"Economics : principles, problems, and policies "	"Hall, Robert E. and Lieberman, Marc"	USA	Thomson Learnings	2003	2nd	985 pages ; illustrations ; color ; 26 cm	324151810		Economics.
7438	HB 171.5 H6681 1997 v.5	Price theory and application	"Hirshleifer, Jack and Glazer Amihai"	Singapore	"Prentice-Hall, Inc."	1992	5th	532 pages ; illustration ; 24 cm	9813076690		Microeconomics Prices.
2135	HB 171.5 L243 1997 	Macroeconomics	"Landsburg, Steven E. and Feinstone, Lauren J."	"New York, USA"	"McGraw-Hill, Inc."	1997	International edition	552 pages ; illustrations ; 24 cm	70204969		Macroeconomics.
2114	HB 171.5 L243 1997 c.1	Macroeconomics 	"Landsburg, Steven E. and Feinstone, Lauren J."	USA	"McGraw-Hill, Inc."	1997	International edition	552 pages ; illustrations ; 24 cm	70204969		Macroeconomics.
2038	HB 171.5 L7161 2005 v.2	Introduction to economics	"Lieberman, Marc and  Hall, Robert E."	New York	New York University	2005	2nd	594 pages ; illustrations ; colored ; 26 cm	324117698		Economics.
7017	HB 171.5 L9121 1990 v.3	Consumer education and economics	"Lowe, Ross E."		Glencoe Publishing Company	1990	3rd	553 pages : illustrations ; color ; 24 cm	28202708		Consumers Education
7346	HB 171.5 M2661 2014	"Economics, taxation and argarian reform"	"Manapat, Carlos L. and Pedrosa, Fernando R. "	Philippines	C&E Publishing Inc.	2014	N/A	269 pages ; 26 cm	9.78972E+12		Economics -- Philippines Taxation -- Philippines Land Reform -- Philippines
5800	HB 171.5 M2661 2018 2e	"Economics, taxation, and agrarian reform "	"Manapat, Carlos L. "	Quezon City	"C & E Publishing, Inc. "	2018	2nd	305 pages ; illustrations ; 26 cm	9.78972E+12		
5801	HB 171.5 M2661 2018 2e c.2	"Economics, taxation, and agrarian reform "	"Manapat, Carlos L. "	Quezon City	"C & E Publishing, Inc."	2018	2nd 	305 pages ; illustrations ; 26 cm	9.78972E+12		
5625	HB 171.5 M298 2016 c.1	Microeconomics theories and applications 	"Marcelo, Danilo F. Jr."	"Intramuros, Manila"	Unlimited Books  Library Services &  Publishing Inc.	2016	NA	189 pages ; illustrations ; 24 cm	9.78972E+12		Microeconomics.
